year,skill_group_category,skill_group_name,isic_section_index,isic_section_name,industry_name,skill_group_penetration_rate
2015,Business Skills,Auditing,M,Professional scientific and technical activities,Professional Training & Coaching,0.029%
2015,Business Skills,Auditing,M,Professional scientific and technical activities,Events Services,0.023%
2015,Specialized Industry Skills,Automotive,C,Manufacturing,Automotive,3.149%
2015,Specialized Industry Skills,Automotive,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.176%
2015,Specialized Industry Skills,Automotive,C,Manufacturing,Machinery,0.172%
2015,Specialized Industry Skills,Automotive,C,Manufacturing,Plastics,0.139%
2015,Specialized Industry Skills,Automotive,C,Manufacturing,Industrial Automation,0.126%
2015,Specialized Industry Skills,Automotive,R,"Arts, entertainment and recreation ",Sports,0.036%
2015,Specialized Industry Skills,Bartending,R,"Arts, entertainment and recreation ",Gambling & Casinos,0.027%
2015,Specialized Industry Skills,Bartending,M,Professional scientific and technical activities,Events Services,0.023%
2015,Specialized Industry Skills,Bartending,R,"Arts, entertainment and recreation ",Performing Arts,0.011%
2015,Specialized Industry Skills,Biomedical Engineering,M,Professional scientific and technical activities,Biotechnology,0.604%
2015,Specialized Industry Skills,Biomedical Engineering,C,Manufacturing,Pharmaceuticals,0.448%
2015,Specialized Industry Skills,Biomedical Engineering,M,Professional scientific and technical activities,Research,0.079%
2015,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Accounting,1.404%
2015,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Law Practice,0.215%
2015,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Executive Office,0.181%
2015,Business Skills,Bookkeeping,C,Manufacturing,Printing,0.133%
2015,Business Skills,Bookkeeping,B,Mining and quarrying,Oil & Energy,0.127%
2015,Business Skills,Bookkeeping,C,Manufacturing,Packaging & Containers,0.114%
2015,Business Skills,Bookkeeping,C,Manufacturing,Food Production,0.106%
2015,Business Skills,Bookkeeping,C,Manufacturing,Automotive,0.099%
2015,Business Skills,Bookkeeping,C,Manufacturing,Machinery,0.095%
2015,Business Skills,Bookkeeping,C,Manufacturing,Plastics,0.089%
2015,Business Skills,Bookkeeping,C,Manufacturing,Electrical & Electronic Manufacturing,0.085%
2015,Business Skills,Bookkeeping,K,Financial and insurance activities,Financial Services,0.084%
2015,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Environmental Services,0.083%
2015,Business Skills,Bookkeeping,C,Manufacturing,Textiles,0.078%
2015,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Legal Services,0.075%
2015,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.072%
2015,Business Skills,Bookkeeping,C,Manufacturing,Chemicals,0.068%
2015,Business Skills,Bookkeeping,C,Manufacturing,Industrial Automation,0.063%
2015,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Architecture & Planning,0.062%
2015,Business Skills,Bookkeeping,K,Financial and insurance activities,Insurance,0.061%
2015,Business Skills,Bookkeeping,J,Information and communication,Information Technology & Services,0.059%
2015,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Marketing & Advertising,0.058%
2015,Business Skills,Bookkeeping,B,Mining and quarrying,Mining & Metals,0.057%
2015,Business Skills,Bookkeeping,J,Information and communication,Computer Software,0.055%
2015,Business Skills,Bookkeeping,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.055%
2015,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Outsourcing/Offshoring,0.052%
2015,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Design,0.048%
2015,Business Skills,Bookkeeping,R,"Arts, entertainment and recreation ",Entertainment,0.047%
2015,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Events Services,0.047%
2015,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Biotechnology,0.044%
2015,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Information Services,0.039%
2015,Business Skills,Bookkeeping,J,Information and communication,Publishing,0.039%
2015,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Management Consulting,0.037%
2015,Business Skills,Bookkeeping,K,Financial and insurance activities,Investment Management,0.036%
2015,Business Skills,Bookkeeping,C,Manufacturing,Paper & Forest Products,0.036%
2015,Business Skills,Bookkeeping,C,Manufacturing,Renewables & Environment,0.034%
2015,Business Skills,Bookkeeping,J,Information and communication,Computer Hardware,0.033%
2015,Business Skills,Bookkeeping,J,Information and communication,Media Production,0.033%
2015,Business Skills,Bookkeeping,J,Information and communication,Telecommunications,0.033%
2015,Business Skills,Bookkeeping,C,Manufacturing,Aviation & Aerospace,0.032%
2015,Business Skills,Bookkeeping,C,Manufacturing,Pharmaceuticals,0.032%
2015,Business Skills,Bookkeeping,J,Information and communication,Broadcast Media,0.031%
2015,Business Skills,Bookkeeping,J,Information and communication,Internet,0.030%
2015,Business Skills,Bookkeeping,R,"Arts, entertainment and recreation ",Music,0.030%
2015,Business Skills,Bookkeeping,J,Information and communication,Semiconductors,0.028%
2015,Business Skills,Bookkeeping,K,Financial and insurance activities,Banking,0.020%
2015,Specialized Industry Skills,Botany,M,Professional scientific and technical activities,Environmental Services,0.029%
2015,Specialized Industry Skills,Botany,M,Professional scientific and technical activities,Design,0.012%
2015,Business Skills,Business Management,M,Professional scientific and technical activities,Outsourcing/Offshoring,7.253%
2015,Business Skills,Business Management,M,Professional scientific and technical activities,Management Consulting,6.930%
2015,Business Skills,Business Management,K,Financial and insurance activities,Venture Capital & Private Equity,6.100%
2015,Business Skills,Business Management,M,Professional scientific and technical activities,Professional Training & Coaching,5.360%
2015,Business Skills,Business Management,C,Manufacturing,Food Production,5.270%
2015,Business Skills,Business Management,K,Financial and insurance activities,Insurance,5.136%
2015,Business Skills,Business Management,J,Information and communication,Information Technology & Services,4.940%
2015,Business Skills,Business Management,K,Financial and insurance activities,Financial Services,4.919%
2015,Business Skills,Business Management,J,Information and communication,Telecommunications,4.848%
2015,Business Skills,Business Management,C,Manufacturing,Automotive,4.773%
2015,Business Skills,Business Management,C,Manufacturing,Paper & Forest Products,4.683%
2015,Business Skills,Business Management,M,Professional scientific and technical activities,Executive Office,4.680%
2015,Business Skills,Business Management,C,Manufacturing,Packaging & Containers,4.663%
2015,Business Skills,Business Management,M,Professional scientific and technical activities,Information Services,4.644%
2015,Business Skills,Business Management,C,Manufacturing,Machinery,4.643%
2015,Business Skills,Business Management,K,Financial and insurance activities,Banking,4.425%
2015,Business Skills,Business Management,M,Professional scientific and technical activities,Market Research,4.397%
2015,Business Skills,Business Management,C,Manufacturing,Chemicals,4.396%
2015,Business Skills,Business Management,C,Manufacturing,Electrical & Electronic Manufacturing,4.068%
2015,Business Skills,Business Management,B,Mining and quarrying,Mining & Metals,4.028%
2015,Business Skills,Business Management,C,Manufacturing,Renewables & Environment,3.890%
2015,Business Skills,Business Management,K,Financial and insurance activities,Investment Banking,3.878%
2015,Business Skills,Business Management,M,Professional scientific and technical activities,Accounting,3.744%
2015,Business Skills,Business Management,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,3.724%
2015,Business Skills,Business Management,C,Manufacturing,Pharmaceuticals,3.718%
2015,Business Skills,Business Management,R,"Arts, entertainment and recreation ",Gambling & Casinos,3.563%
2015,Business Skills,Business Management,C,Manufacturing,Aviation & Aerospace,3.533%
2015,Business Skills,Business Management,M,Professional scientific and technical activities,Environmental Services,3.337%
2015,Business Skills,Business Management,C,Manufacturing,Plastics,3.323%
2015,Business Skills,Business Management,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",3.313%
2015,Business Skills,Business Management,K,Financial and insurance activities,Investment Management,3.275%
2015,Business Skills,Business Management,J,Information and communication,Computer Software,3.263%
2015,Business Skills,Business Management,C,Manufacturing,Industrial Automation,3.176%
2015,Business Skills,Business Management,M,Professional scientific and technical activities,Veterinary,3.103%
2015,Business Skills,Business Management,C,Manufacturing,Textiles,3.077%
2015,Business Skills,Business Management,M,Professional scientific and technical activities,Events Services,3.066%
2015,Business Skills,Business Management,J,Information and communication,Internet,3.024%
2015,Business Skills,Business Management,K,Financial and insurance activities,Capital Markets,2.966%
2015,Business Skills,Business Management,M,Professional scientific and technical activities,Marketing & Advertising,2.928%
2015,Business Skills,Business Management,J,Information and communication,Computer Hardware,2.835%
2015,Business Skills,Business Management,M,Professional scientific and technical activities,Legal Services,2.714%
2015,Business Skills,Business Management,B,Mining and quarrying,Oil & Energy,2.696%
2015,Business Skills,Business Management,R,"Arts, entertainment and recreation ",Sports,2.449%
2015,Business Skills,Business Management,M,Professional scientific and technical activities,Biotechnology,2.376%
2015,Business Skills,Business Management,C,Manufacturing,Printing,2.308%
2015,Business Skills,Business Management,M,Professional scientific and technical activities,Architecture & Planning,2.019%
2015,Business Skills,Business Management,M,Professional scientific and technical activities,Law Practice,1.968%
2015,Business Skills,Business Management,M,Professional scientific and technical activities,Research,1.944%
2015,Business Skills,Business Management,J,Information and communication,Publishing,1.874%
